    mean.tBAcc.mean.X     mean.tBAcc.mean.Y     mean.tBAcc.mean.Z      mean.tBAcc.std.X      mean.tBAcc.std.Y      mean.tBAcc.std.Z  mean.tGravAcc.mean.X  mean.tGravAcc.mean.Y  mean.tGravAcc.mean.Z   mean.tGravAcc.std.X   mean.tGravAcc.std.Y   mean.tGravAcc.std.Z   mean.tBAccJk.mean.X   mean.tBAccJk.mean.Y   mean.tBAccJk.mean.Z    mean.tBAccJk.std.X    mean.tBAccJk.std.Y    mean.tBAccJk.std.Z      mean.tBGy.mean.X      mean.tBGy.mean.Y      mean.tBGy.mean.Z       mean.tBGy.std.X       mean.tBGy.std.Y       mean.tBGy.std.Z    mean.tBGyJk.mean.X    mean.tBGyJk.mean.Y    mean.tBGyJk.mean.Z     mean.tBGyJk.std.X     mean.tBGyJk.std.Y     mean.tBGyJk.std.Z    mean.tBAccMag.mean     mean.tBAccMag.std mean.tGravAccMag.mean  mean.tGravAccMag.std  mean.tBAccJkMag.mean   mean.tBAccJkMag.std     mean.tBGyMag.mean      mean.tBGyMag.std   mean.tBGyJkMag.mean    mean.tBGyJkMag.std     mean.fBAcc.mean.X     mean.fBAcc.mean.Y     mean.fBAcc.mean.Z      mean.fBAcc.std.X      mean.fBAcc.std.Y      mean.fBAcc.std.Z   mean.fBAccJk.mean.X   mean.fBAccJk.mean.Y   mean.fBAccJk.mean.Z    mean.fBAccJk.std.X    mean.fBAccJk.std.Y    mean.fBAccJk.std.Z      mean.fBGy.mean.X      mean.fBGy.mean.Y      mean.fBGy.mean.Z       mean.fBGy.std.X       mean.fBGy.std.Y       mean.fBGy.std.Z    mean.fBAccMag.mean     mean.fBAccMag.std  mean.fBAccJkMag.mean   mean.fBAccJkMag.std     mean.fBGyMag.mean      mean.fBGyMag.std   mean.fBGyJkMag.mean    mean.fBGyJkMag.std
         0.2779114722       -0.018420827020        -0.10590853610       -0.987271889300       -0.957304989300       -0.949741851300          0.8969285669       -0.370062696900        0.129747161200         -0.9866858187         -0.9741944204         -0.9459270787         0.07475885976       0.0103291774800      -8.371588467e-03       -0.981085715600       -0.971059439600        -0.98284144650       -0.023862387570       -0.082039657760        0.087835169550        -0.97299862980       -0.971441996500        -0.96485670190        -0.10556215790        -0.04224195354       -0.054653947940        -0.97932400070        -0.98344725850       -0.973610118300      -0.9658751813000        -0.95787496500      -0.9658751813000        -0.95787496500       -0.980489077400        -0.97667528020       -0.963466341900        -0.95394338040        -0.98395190430        -0.97720442780        -0.98394673980       -0.959871697400        -0.96247119570       -0.989056469800       -0.957908842200        -0.94643358350       -0.980973241700       -0.970851338000        -0.97977515200       -0.983007923700       -0.973520241100        -0.98459990520        -0.96703711200        -0.97257615300        -0.96062769610         -0.9749881246        -0.97103605040        -0.96975429570       -0.964052166500      -0.9605193815000      -0.9770652956000        -0.97516046000      -0.9617759048000        -0.95678872570        -0.97784982740        -0.97775429810
         0.2813734040       -0.018158739760        -0.10724561040       -0.974059464800       -0.980277398800       -0.984233296900         -0.5097542381        0.752536639400        0.646834879600         -0.9590144415         -0.9882118652         -0.9842304181         0.08259725117       0.0122547884500      -1.802648956e-03       -0.985872168800       -0.983172541200        -0.98844201440       -0.018476606750       -0.111800824600        0.144882846100        -0.98827523290       -0.982291609000        -0.96030656040        -0.10197413420        -0.03585901761       -0.070178302080        -0.99323584920        -0.98956753790       -0.988035821200      -0.9774354852000        -0.97287391290      -0.9774354852000        -0.97287391290       -0.987741696000        -0.98551807620       -0.950011569600        -0.96116405400        -0.99176707420        -0.98971809520        -0.97672505980       -0.979800877900        -0.98438098190       -0.973246482100       -0.981025105600        -0.98479218500       -0.985813630800       -0.982768250400        -0.98619713460       -0.987250255800       -0.984987392900        -0.98934536850        -0.98643114250        -0.98332163540        -0.96267188750         -0.9888606858        -0.98191061650        -0.96317422230       -0.975110196500      -0.9751213879000      -0.9853741148000        -0.98456848920      -0.9721129727000        -0.96109837880        -0.99024870230        -0.98949266040
         0.2755674621       -0.017176784420        -0.11267485980       -0.360356726000       -0.069914065210       -0.387411994300          0.9365067433       -0.261986357900       -0.138107866300         -0.9777715914         -0.9623556395         -0.9520917950         0.08147458827       0.0100591485000      -5.622645948e-03       -0.268679643900       -0.044961959430        -0.52948611640       -0.025640519250       -0.077915093740        0.081348594280        -0.57186956020       -0.563793260200        -0.47669641160        -0.09523981650        -0.03878746517       -0.050361610080        -0.38592298600        -0.63908798410       -0.536664080300      -0.2546903333000        -0.32842893660      -0.2546903333000        -0.32842893660       -0.280009317400        -0.13991635530       -0.466411754100        -0.56151068330        -0.56613521790        -0.56737156090        -0.31661401170       -0.081302435330        -0.41237407450       -0.379276781200       -0.124030832000        -0.42299847400       -0.304694442600       -0.140508590200        -0.51413725530       -0.296596633100       -0.005614987554        -0.54352910810        -0.43784576380        -0.56152626530        -0.41812621740         -0.6151213698        -0.56888867340        -0.54589638810       -0.290031535200      -0.4563730809000      -0.1867645170000        -0.08985199040      -0.5697557722000        -0.63264329290        -0.60775164600        -0.54908700790
         0.2608198731       -0.032410941060        -0.11006486340       -0.313123437600        0.011628081340       -0.369754604100          0.8835334361       -0.382851153700       -0.162943955300         -0.9440408193         -0.9098259539         -0.9094696751         0.04268809862       0.0397249270500       2.082055381e-02       -0.458364616900       -0.251680364500        -0.70855171190        0.072198030930       -0.139275405600        0.021560369700        -0.45603926250       -0.582742845900        -0.49232730510        -0.11551056950        -0.04003725105       -0.049818087430        -0.50727075800        -0.77577414340       -0.573433947600      -0.1840148950000        -0.33359743250      -0.1840148950000        -0.33359743250       -0.436901159500        -0.43902059170       -0.347321812200        -0.40888665320        -0.65886140140        -0.71802804030        -0.39200421150       -0.078809415660        -0.50449452850       -0.285333024100       -0.008039875297        -0.35079722630       -0.478434306300       -0.283772547500        -0.67731453410       -0.486446509700       -0.268191523600        -0.73870586390        -0.37821668180        -0.63729350830        -0.43150336150         -0.4848209914        -0.55604594710        -0.56109764970       -0.315866079500      -0.4479943692000      -0.4129208985000        -0.48060920220      -0.5142115837000        -0.44518180240        -0.71687777860        -0.74003343630
         0.2924234847       -0.019355407930        -0.11613984290       -0.057410047510       -0.033150372340       -0.362240245500          0.9390577878       -0.228829214300       -0.102352758000         -0.9500611296         -0.9460946378         -0.8999439478         0.07256892945       0.0109707769200      -2.027279781e-03       -0.085801004220       -0.111439195000        -0.57173524310       -0.131573276500       -0.013935804400        0.123826738400        -0.26165341400       -0.546740388000        -0.44230776760        -0.07787016503        -0.03915679310       -0.041619313110        -0.28568316230        -0.68094733820       -0.374605412300      -0.0628126118300        -0.04113400785      -0.0628126118300        -0.04113400785       -0.205239246700        -0.09263244945       -0.215294501200        -0.24579469930        -0.50856757710        -0.58391921100        -0.04217069432       -0.007700483002        -0.40445241430       -0.065441719270       -0.109722354300        -0.38972303410       -0.090670712510       -0.135938542600        -0.52905945060       -0.165442898700       -0.147728240100        -0.61352507430        -0.12906657430        -0.54269416410        -0.30286646120         -0.3086303311        -0.55309454020        -0.54816431330        0.028941319560      -0.2338494221000      -0.0494779773200        -0.15910228800      -0.3323766294000        -0.32244082700        -0.57627719940        -0.62491082060
         0.2571975991       -0.003502998417        -0.09835792033       -0.971010121000       -0.856617812100       -0.875110175400          0.9010989846        0.127303379200        0.139020582500         -0.9573244579         -0.9039230083         -0.8977363183         0.07260984187       0.0027252913420      -4.233483736e-03       -0.974467390400       -0.953631391000        -0.97466156600       -0.038536520480       -0.075241002750        0.094011397550        -0.96543476850       -0.944854571300        -0.92641371040        -0.10360588910        -0.03609098818       -0.059007996670        -0.97254690600        -0.97863590870       -0.973751670600      -0.8953833502000        -0.87030170000      -0.8953833502000        -0.87030170000       -0.969080752900        -0.96655008420       -0.919354372300        -0.92551810380        -0.97799805190        -0.97677267600        -0.97015444100       -0.891907751300        -0.91798792540       -0.971605878500       -0.849655657500        -0.86432246400       -0.974950363500       -0.954170151300        -0.97084566940       -0.976283534800       -0.956461756700        -0.97715957250        -0.95755063770        -0.95617355000        -0.93496795880         -0.9680130629        -0.93960998850        -0.93063315080       -0.904185725600      -0.8746265921000      -0.9658888917000        -0.96656885290      -0.9466649437000        -0.92544962900        -0.97789810560        -0.97668980270
         0.2800465133       -0.014337655510        -0.10162172260       -0.966742543000       -0.893449307200       -0.911419015100          0.9350307785       -0.301735130300        0.024763106750         -0.9820204280         -0.9574253218         -0.9281615774         0.07509006223       0.0077166364460      -8.071779341e-03       -0.957086489300       -0.941686785700        -0.97305963490       -0.024662607080       -0.058510191830        0.066526205410        -0.90046222750       -0.927788618200        -0.91236408150        -0.09946026207        -0.04724158190       -0.041683215670        -0.94093764250        -0.96843374790       -0.958293011800      -0.9254308190000        -0.91514330360      -0.9254308190000        -0.91514330360       -0.959303840300        -0.94877004330       -0.892089349300        -0.88212522150        -0.96233933970        -0.95767976690        -0.96012340950       -0.908075353800        -0.93950773520       -0.969931287400       -0.892434348500        -0.90480125460       -0.957666856700       -0.943497973600        -0.96917490340       -0.960570921800       -0.943948547200        -0.97559594950        -0.90128226750        -0.93771115720        -0.91617253770         -0.9019856725        -0.92312594110        -0.91974384610       -0.926968932300      -0.9218360766000      -0.9486274677000        -0.94820681440      -0.9136823626000        -0.88343971800        -0.96033171790        -0.95712151050
         0.2755168527       -0.018955678500        -0.10130047750       -0.982776639200       -0.962057544500       -0.963691034800         -0.2417584781        0.837032099700        0.488703185200         -0.9825121931         -0.9812027497         -0.9648075439         0.07698111258       0.0138041011300      -4.356258744e-03       -0.980879314800       -0.968710724700        -0.98209316290       -0.020817054030       -0.071850715940        0.137999561100        -0.97454575210       -0.977272653700        -0.96350560900        -0.10004449880        -0.03897717653       -0.068733870000        -0.98032864500        -0.98676274190       -0.983338279500      -0.9727913461000        -0.96421817650      -0.9727913461000        -0.96421817650       -0.979484593400        -0.97612129790       -0.951564751500        -0.95427511100        -0.98671362520        -0.98313925560        -0.98066560900       -0.961169982900        -0.96833214160       -0.983691129000       -0.964094604200        -0.96327908020       -0.980513202300       -0.968752113700        -0.97912234440       -0.983122616000       -0.971044012700        -0.98371190470        -0.97016726290        -0.97809968230        -0.96234196080         -0.9759864337        -0.97703249550        -0.96725685420       -0.965524275200      -0.9683502174000      -0.9759495979000        -0.97530537790      -0.9645867248000        -0.95544185580        -0.98427825130        -0.98256815810
         0.2785820152       -0.014839947530        -0.11140306480       -0.440829971300       -0.078826736770       -0.586252806800          0.9639996968       -0.085854026570        0.127764112700         -0.9838264948         -0.9679632210         -0.9629681120         0.07835290822       0.0029560242870      -7.676793383e-04       -0.297042612500       -0.221165131600        -0.75139138250       -0.031798255780       -0.072690527860        0.080567716120        -0.50091665900       -0.665394092800        -0.66260822600        -0.11532155650        -0.03934744891       -0.055116685280        -0.49234106680        -0.80741993700       -0.640454132800      -0.3120505742000        -0.52767910320      -0.3120505742000        -0.52767910320       -0.366700879800        -0.31691895600       -0.497792201100        -0.55311611120        -0.68130403650        -0.73014636850        -0.42671944970       -0.149399633400        -0.63100547080       -0.447234929700       -0.101799450600        -0.59419832570       -0.358883413700       -0.279553391500        -0.72899159570       -0.297326072400       -0.209900006300        -0.77235908730        -0.37338454070        -0.68846005670        -0.60138112920         -0.5426467590        -0.65465777020        -0.71645847520       -0.450804558300      -0.6511726282000      -0.3185878110000        -0.32045870100      -0.6092855880000        -0.59393720080        -0.72432742070        -0.75776808120
         0.2708766967       -0.031980429570        -0.11421945550       -0.204933042900       -0.066689910520       -0.372137777700          0.9462643144       -0.232944304600        0.084167538290         -0.9584952356         -0.9233760190         -0.9196194533         0.05609719096       0.0234018993200       3.402808367e-03       -0.380488027300       -0.281543175300        -0.72649531190        0.039382519890       -0.085947168360        0.084375384340        -0.45443104330       -0.551185569200        -0.36081104790        -0.13147207130        -0.03905088289       -0.072249626080        -0.53366680380        -0.84072275270       -0.556236584800      -0.1537039354000        -0.21201230050      -0.1537039354000        -0.21201230050       -0.400922254800        -0.43726147790       -0.299779407900        -0.51097413440        -0.68697837440        -0.75527045770        -0.29448827040       -0.117109161500        -0.52465572270       -0.173217219000       -0.101434446000        -0.34510981770       -0.418304647300       -0.297805187200        -0.69010693420       -0.396762584800       -0.314525030800        -0.76277217500        -0.37106899250        -0.68431020150        -0.35076573710         -0.4835486935        -0.48982427920        -0.42453351230       -0.276825498200      -0.3010058985000      -0.3974062850000        -0.49732408730      -0.5757940721000        -0.55248962880        -0.74074922630        -0.79420948310
         0.2799653296       -0.009802008507        -0.10677752460        0.011193549620       -0.218598325000       -0.479185977100          0.9477318587       -0.062085277300        0.148714808900         -0.9552588813         -0.9320660411         -0.9377537944         0.09718627489       0.0056378021510      -7.291377664e-03       -0.145759708700       -0.146242294900        -0.62664698690       -0.102838822500       -0.070402595230        0.059263949480        -0.37024469530       -0.699453537100        -0.49848080040        -0.09212827347        -0.03484349134       -0.049283643570        -0.39599549440        -0.81685824020       -0.325780073700      -0.0491616726700        -0.08195590411      -0.0491616726700        -0.08195590411       -0.228851413700        -0.21685892200       -0.346606292800        -0.38057262540        -0.59284301490        -0.63707954360        -0.07223922769       -0.129606639500        -0.49468345160        0.039009826250       -0.322531317700        -0.51269430310       -0.161632907700       -0.172941628700        -0.58391737130       -0.208250062300       -0.177202094300        -0.66886733440        -0.24029889340        -0.71754584040        -0.31830648100         -0.4149190010        -0.69151836730        -0.62165847130       -0.019074335240      -0.2636440303000      -0.1752952866000        -0.28042677700      -0.4292133696000        -0.45767408800        -0.62175245580        -0.68547093180
         0.2715382799       -0.007163065158        -0.10587459590       -0.980309931000       -0.890223981100       -0.932203006600          0.8693030064        0.211622539900        0.110120481100         -0.9814052948         -0.9327271039         -0.9509492546         0.07845002390      -0.0108582171100      -1.214999516e-02       -0.976742196200       -0.944596105600        -0.97903876580       -0.049443511560       -0.089430061080        0.101150334800        -0.97013179040       -0.958468120400        -0.92797222940        -0.09694948424        -0.04184839000       -0.048996435170        -0.96989973120        -0.98444135800       -0.968804831600      -0.9356948200000        -0.91440784480      -0.9356948200000        -0.91440784480       -0.970132283600        -0.96254911040       -0.926063313800        -0.92889829300        -0.98049046180        -0.97580669020        -0.97746249840       -0.905782931800        -0.95178374320       -0.981908189200       -0.889467349400        -0.92699931680       -0.976845712600       -0.944298390800        -0.97515490560       -0.978776912200       -0.949293158000        -0.98169944820        -0.96058963580        -0.96758364780        -0.93377689220         -0.9733331070        -0.95412041900        -0.93286835440       -0.929002095000      -0.9198157096000      -0.9625007338000        -0.96158451940      -0.9487697524000        -0.92885055440        -0.97654776340        -0.97626175380
